sword_shield/RL_Avatar_Dodgle_Right_Motion	1.0	sword_shield	move	right
sword_shield/RL_Avatar_Idle_Alert(0)_Motion	0.1	sword_shield	stand
sword_shield/RL_Avatar_Idle_Alert_Motion	0.1	sword_shield	stand
sword_shield/RL_Avatar_Idle_Battle(0)_Motion	0.1	sword_shield	stand
sword_shield/RL_Avatar_Idle_Battle_Motion	0.1	sword_shield	stand
sword_shield/RL_Avatar_Idle_Ready(0)_Motion	0.1	sword_shield	stand
sword_shield/RL_Avatar_Idle_Ready_Motion	0.1	sword_shield	stand
sword_shield/RL_Avatar_Kill_2xCombo01_Motion	1.0	sword_shield	attack	sword
sword_shield/RL_Avatar_Kill_2xCombo02_Motion	1.0	sword_shield	attack	sword
sword_shield/RL_Avatar_Kill_3xCombo01_Motion	1.0	sword_shield	attack	sword
sword_shield/RL_Avatar_Kill_3xCombo02_Motion	1.0	sword_shield	attack	sword
sword_shield/RL_Avatar_Kill_4xCombo01_Motion	1.0	sword_shield	attack	sword
sword_shield/RL_Avatar_RunBackward_Motion	1.0	sword_shield	move	backward
sword_shield/RL_Avatar_RunForward_Motion	1.0	sword_shield	move	forward
sword_shield/RL_Avatar_RunLeft_Motion	1.0	sword_shield	move	left
sword_shield/RL_Avatar_RunRight_Motion	1.0	sword_shield	move	right
sword_shield/RL_Avatar_Shield_BlockBackward_Motion	0.1	sword_shield	block
sword_shield/RL_Avatar_Shield_BlockCrouch_Motion	0.1	sword_shield	block
sword_shield/RL_Avatar_Shield_BlockDown_Motion	0.1	sword_shield	block
sword_shield/RL_Avatar_Shield_BlockLeft_Motion	0.1	sword_shield	block
sword_shield/RL_Avatar_Shield_BlockRight_Motion	0.1	sword_shield	block
sword_shield/RL_Avatar_Shield_BlockUp_Motion	0.1	sword_shield	block
sword_shield/RL_Avatar_Standoff_Circle_Motion	1.0	sword_shield	move	misc
sword_shield/RL_Avatar_Standoff_Feint_Motion	1.0	sword_shield	attack	misc
sword_shield/RL_Avatar_Standoff_Swing_Motion	0.1	sword_shield	stand
sword_shield/RL_Avatar_Sword_ParryBackward01_Motion	0.1	sword_shield	block
sword_shield/RL_Avatar_Sword_ParryBackward02_Motion	0.1	sword_shield	block
sword_shield/RL_Avatar_Sword_ParryBackward03_Motion	0.1	sword_shield	block
sword_shield/RL_Avatar_Sword_ParryBackward04_Motion	0.1	sword_shield	block
sword_shield/RL_Avatar_Sword_ParryCrouch_Motion	0.1	sword_shield	block
sword_shield/RL_Avatar_Sword_ParryDown_Motion	0.1	sword_shield	block
sword_shield/RL_Avatar_Sword_ParryLeft_Motion	0.1	sword_shield	block
sword_shield/RL_Avatar_Sword_ParryRight_Motion	0.1	sword_shield	block
sword_shield/RL_Avatar_Sword_ParryUp_Motion	0.1	sword_shield	block
sword_shield/RL_Avatar_Taunt_PoundChest_Motion	0.1	sword_shield	stand
sword_shield/RL_Avatar_Taunt_Roar_Motion	0.1	sword_shield	stand
sword_shield/RL_Avatar_Taunt_ShieldKnock_Motion	0.1	sword_shield	stand
sword_shield/RL_Avatar_TurnLeft90_Motion	1.0	sword_shield	move	turn_left
sword_shield/RL_Avatar_TurnLeft180_Motion	1.0	sword_shield	move	turn_left
sword_shield/RL_Avatar_TurnRight90_Motion	1.0	sword_shield	move	turn_right
sword_shield/RL_Avatar_TurnRight180_Motion	1.0	sword_shield	move	turn_right
sword_shield/RL_Avatar_WalkBackward01_Motion	1.0	sword_shield	move	backward
sword_shield/RL_Avatar_WalkBackward02_Motion	1.0	sword_shield	move	backward
sword_shield/RL_Avatar_WalkForward01_Motion	1.0	sword_shield	move	forward
sword_shield/RL_Avatar_WalkForward02_Motion	1.0	sword_shield	move	forward
sword_shield/RL_Avatar_WalkLeft01_Motion	1.0	sword_shield	move	left
sword_shield/RL_Avatar_WalkLeft02_Motion	1.0	sword_shield	move	left
sword_shield/RL_Avatar_WalkRight01_Motion	1.0	sword_shield	move	right
sword_shield/RL_Avatar_WalkRight02_Motion	1.0	sword_shield	move	right

RL_Avatar_Against_Wall_Turn_R_to_SneakWalk_Motion	0.1	stealthy	stand	stand_to_walk
RL_Avatar_Crouch_Idle_Motion	0.1	stealthy	crouch	crouch
RL_Avatar_Crouch_Idle_to_Sneak_Idle_Motion	0.1	stealthy	crouch	crouch_to_stand
RL_Avatar_Crouch_Idle_to_Stand_Idle_Motion	0.1	stealthy	crouch	crouch_to_stand
RL_Avatar_Crouch_to_AgainstWall_Motion	0.1	stealthy	crouch	crouch_to_walk
RL_Avatar_Crouch_to_Sneak_Walk_Motion	0.1	stealthy	crouch	crouch_to_walk
RL_Avatar_Crouch_Walk_Fast_End_Motion	0.1	stealthy	walk	walk_to_crouch
RL_Avatar_Crouch_Walk_Fast_Loop_Motion	0.1	stealthy	walk	forward
RL_Avatar_Crouch_Walk_Fast_Start_Motion	0.1	stealthy	crouch	crouch_to_walk
RL_Avatar_Crouch_Walk_L_AgainstWall_Motion	0.1	stealthy	crouch	crouch_to_walk
RL_Avatar_Crouch_Walk_Slow_End_Motion	0.1	stealthy	walk	walk_to_crouch
RL_Avatar_Crouch_Walk_Slow_Loop_Motion	0.1	stealthy	walk	forward
RL_Avatar_Crouch_Walk_Slow_Start_Motion	0.1	stealthy	crouch	crouch_to_walk
RL_Avatar_Sneak_Idle_Motion	0.1	stealthy	stand	stand
RL_Avatar_Sneak_Idle_to_Crouch_Idle_Motion	0.1	stealthy	stand	stand_to_crouch
RL_Avatar_Sneak_Idle_to_Stand_Idle_Motion	0.1	stealthy	stand	stand
RL_Avatar_SneakWalk_Detect_Motion	0.1	stealthy	stand	stand_to_walk
RL_Avatar_SneakWalk_Fast_End_Motion	0.1	stealthy	walk	walk_to_stand
RL_Avatar_SneakWalk_Fast_Loop_Motion	0.1	stealthy	walk	forward
RL_Avatar_SneakWalk_Fast_Start_Motion	0.1	stealthy	stand	stand_to_walk
RL_Avatar_SneakWalk_Slow_End_Motion	0.1	stealthy	walk	walk_to_stand
RL_Avatar_SneakWalk_Slow_Loop_Motion	0.1	stealthy	walk	forward
RL_Avatar_SneakWalk_Slow_Start_Motion	0.1	stealthy	stand	stand_to_walk
RL_Avatar_SneakWalk_to_Against_Wall_Motion	0.1	stealthy	stand	stand_to_walk
RL_Avatar_SneakWalk_to_Crouch_Walk_Motion	0.1	stealthy	stand	stand_to_walk
RL_Avatar_Stand_Idle_to_Crouch_Idle_Motion	0.1	stealthy	stand	stand_to_crouch
RL_Avatar_Stand_Idle_to_Sneak_Idle_Motion	0.1	stealthy	stand	stand
